binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,duplicate_1,random choice 2,multicollinearity 2,duplicate_2,multicollinearity 1,informative_1,uniform corr 2,pd qcut3,random label num 12,uniform corr 1,constant_1,correlated w target 1,semi_constant_2,correlated w target 2,min max scaling,random label num 4,target,pd qcut1,outliers 1,standard scaling,constant_2,informative_2,pd qcut2,random choice 4,semi_constant_1,multicollinearity 4,random choice 7,outliers 2,corr_feature_class,multicollinearity 3,class
binary_2,Sean,Johnson,1938-04-29,891.832.8303x9946,bautistaheather@example.com,26083 Miller Causeway,Woodberg,NY,09283,-1.561028039293678,Rand Choice 2,,-2.760416315820616,1.1083323289786426,-1.561028039293678,0.034832191386177706,G1,label num hi 7,0.09011210968237954,constant_value,-2.418493835583622,q_const_0,-7.216443593235278,382.7991360623706,label num lo 1,-5.22805519092952,Low,-1.9131605362774924,61949.832840078234,constant_value,-2.760416315820616,Q1,West,q_const_0,1.3927559376792609,,3.3967998413510805,,,0
binary_1,Vickie,Maldonado,1998-09-05,550-569-3153x862,,,,DC,42037,0.8097918273664589,Rand Choice 2,,0.656203460639147,,0.8097918273664589,0.5876564506951603,G5,label num hi 5,0.7994861066634763,constant_value,-2.4822789210604985,q_const_0,-1.1701856472398835,336.64537545701074,label num lo 2,1.388270723536752,,0.4821034019114131,48558.46761171366,constant_value,0.656203460639147,Q3,,q_const_0,,,3.640360259657222,3.996058241188808,0.4340933035359438,1
binary_2,John,,1950-10-24,+1-594-252-5434,pachecotammy@example.net,26165 Jennifer Plains,Campbellburgh,IA,36444,1.9191488524234055,Rand Choice 2,,-1.2469570718594878,-0.6384047717138468,1.9191488524234055,0.07404278688890313,G2,label num hi 7,0.21698460325678393,constant_value,,q_const_0,1.7292272814617209,,label num lo 3,-3.0152134439179354,Low,-0.28069575662315954,54238.022937111025,constant_value,-1.2469570718594878,Q1,,q_const_0,-0.1861316802185385,Tuesday,1.059795187000182,-6.323168147413009,-0.7732048118748407,0
,Kevin,,1979-01-04,(501)666-5626x56941,,6018 Jermaine Walks Apt. 110,Jimmymouth,AS,69015,0.13029209697270694,Rand Choice 1,,-0.7309448849904976,0.8133493158710904,0.13029209697270694,0.5837860895207376,G3,label num hi 4,0.5877094842410808,constant_value,1.426294699211673,q_const_0,-3.0619356666183126,348.49294612629075,label num lo 1,-1.3815935095268763,Low,,53383.389859092655,constant_value,-0.7309448849904976,,,q_const_0,-0.7688580462791061,,6.812109407148278,3.1137444477448226,-1.3161141686284956,0
binary_1,Sheila,Ward,2015-08-17,844-765-6873x67230,,,North Catherineberg,MI,91857,0.14496917450032587,Rand Choice 2,,0.5587087380473019,-0.5780342564899481,0.14496917450032587,0.45763939963061895,G5,label num hi 7,0.8087296688416274,constant_value,0.09470969695170217,q_const_0,0.9673557961338842,311.486624097723,label num lo 2,1.3759183149321608,,-0.7105710731875264,48524.66972480446,constant_value,0.5587087380473019,Q3,West,q_const_0,0.6312195757351237,Saturday,0.9005127739525411,0.7160300625512455,-0.1781714436207926,1
binary_2,Greg,House,1977-03-28,711-367-3797,cannonchristopher@example.org,,,GU,75197,-0.42624557298219345,Rand Choice 2,,0.11493125818958094,3.504462259676159,-0.42624557298219345,0.8266805526708281,G4,label num hi 7,0.8608130660827136,constant_value,1.148355863717132,q_const_0,-1.7752087604685465,585.3994095884627,label num lo 2,0.5943279948739858,,-0.7130352211873858,40668.82405245785,constant_value,0.11493125818958094,,North,q_const_0,-0.5549691715937236,Friday,1.8800973550822,0.7883020354446477,,1
binary_1,,,1924-09-22,,kevin37@example.net,,Lake Johnport,ND,03073,2.329717580598092,Rand Choice 2,,-0.4450183091822124,-0.12221179788338583,2.329717580598092,0.5238952370832596,G3,label num hi 2,0.2747002338835792,constant_value,,q_const_0,1.265925158659413,316.8698494762513,label num lo 2,-1.4191389312861908,Low,0.8482311690335941,55790.344615642745,constant_value,-0.4450183091822124,Q2,South,q_const_0,2.4273792571476736,Thursday,7.98968670663737,2.1521251866374462,,0
binary_1,Jamie,,2016-11-17,001-217-398-4210x817,randolphryan@example.com,,,,,-2.1948657473081274,,,1.512194632326083,0.5574819150305117,-2.1948657473081274,0.9831894874706351,G6,label num hi 6,0.5673457443220136,constant_value,2.869290784667834,q_const_0,2.6005092428800523,,label num lo 3,4.109205757904186,High,-1.1464697278893188,47970.02102512651,constant_value,1.512194632326083,Q4,,q_const_0,1.3470801278250994,Monday,2.7054049185132034,2.349687971364382,1.1445772186069803,1
binary_1,Robin,Clark,1951-07-31,,dmartin@example.net,339 Osborn Street Apt. 955,Ruiztown,KS,15497,-1.6827267296424382,Rand Choice 2,0.2365395383701934,2.123718114410471,0.4190089106205536,-1.6827267296424382,0.9463428062670891,G6,,0.5437848237913266,constant_value,5.422164559941409,q_const_0,2.72042218471222,349.49581094986246,label num lo 2,5.267486574858544,High,-0.3234238306938381,60076.88949381691,constant_value,2.123718114410471,Q4,South,q_const_0,-0.16048475605467388,,2.05781335605608,,-0.07278026764833115,1
binary_1,Donna,,1928-05-31,,,1375 Knight Rest,Lopezfurt,WI,41051,-0.1443286617608046,Rand Choice 2,,-1.0880569766875943,1.7364169451946088,-0.1443286617608046,0.21754806250201203,G3,,0.3289354297436168,constant_value,,q_const_0,,401.4625748289206,label num lo 4,-2.0652215127177107,Low,4.006047065817221,70145.98424965337,constant_value,-1.0880569766875943,Q2,South,q_const_0,-2.178396831704809,Friday,2.9483618998980528,1.7558270903929813,-2.4294432888923394,0
binary_2,Ryan,,2014-03-15,,,,,,,0.906801029755135,Rand Choice 1,,0.5716866557157456,,0.906801029755135,0.36608409074013126,G5,,0.558680509898596,constant_value,-0.30924494093032806,q_const_0,-0.6947775656835438,215.4521576110072,label num lo 3,1.1786108264025483,High,,50493.362544522664,constant_value,0.5716866557157456,,North,q_const_0,1.3507663062576007,,2.337345245690636,1.1898758164559444,,1
binary_1,,Fisher,1916-08-04,+1-231-716-2350x438,,698 Eric Pine,,AK,82519,0.7668533812999103,Rand Choice 1,0.8379629912099674,0.5445669500931893,,0.7668533812999103,0.426576038579108,G5,label num hi 2,0.2972802078007889,constant_value,0.0325511633106631,q_const_0,3.4821763821662013,409.88081702935875,,1.161883476541389,High,-2.6457736320735536,54511.591392903734,constant_value,0.5445669500931893,Q3,North,q_const_0,0.5492537524339713,Friday,2.6617174156359216,,-0.00575467501993478,1
binary_2,Christopher,,2024-02-15,4739509330,pcarter@example.org,09654 Thomas Landing Suite 795,,TN,69453,1.0576760656314912,Rand Choice 1,-0.030251031863435182,-1.041849105036455,0.6701829031402379,1.0576760656314912,0.8169737533744932,G3,label num hi 1,0.42273763134167264,constant_value,0.3636159325743267,q_const_0,-0.8674447981447018,181.160978611032,label num lo 3,-2.321424547727068,Low,-0.8363372247112246,36040.675304358454,constant_value,-1.041849105036455,Q1,East,q_const_0,2.516370647279957,Sunday,1.4729745119544007,,1.935985382162165,0
binary_1,Nicole,Perez,1912-07-18,001-394-989-6166x4094,,95264 Miller Stravenue,,KS,82458,-1.1339476976604566,Rand Choice 2,-0.8785658200574518,-1.460128564790036,0.48474885842315857,-1.1339476976604566,0.6092111934462048,G2,label num hi 8,0.281340522467983,constant_value,-3.226893408456528,q_const_0,-0.5826740583247847,341.2043538529,label num lo 3,-2.5696236909455057,Low,0.05195447889064128,53204.155157451816,constant_value,-1.460128564790036,Q1,,q_const_0,0.026683026913472484,,1.9560277924015508,3.6062991636251605,-0.29643846165637944,0
binary_1,Jennifer,,1910-03-20,770-282-4672,cjones@example.org,,,CO,31699,-0.8093376111763627,Rand Choice 1,,-0.5389624776428736,,-0.8093376111763627,0.47512382135162884,G4,,,constant_value,1.2554348459497533,q_const_0,0.10133892795299065,261.2968579113019,,-0.6928203514668745,Low,-0.6394047925180824,,constant_value,-0.5389624776428736,Q2,,q_const_0,-0.4413992961968573,,3.0978603387673105,-1.7403382475879021,0.1327832699761304,0
,Jonathan,,1975-06-29,001-810-962-9863x81872,,457 Johnson Views Suite 835,,WI,39333,1.8932669458344986,Rand Choice 1,-0.21768610456974574,-1.2472171113368977,-0.12961439322419951,1.8932669458344986,0.03127544295518429,G2,label num hi 5,0.5250798025687207,constant_value,-0.373255678782777,q_const_0,0.6490573451662192,201.9154471303142,label num lo 2,-3.0081229416101323,,0.46631387167616173,43120.538319700485,constant_value,-1.2472171113368977,Q1,East,q_const_0,1.3099488128795185,Monday,2.50598395123049,-0.13522357292385845,1.368265371041026,0
binary_1,Joyce,,1974-11-09,584.247.7127x3838,,8036 Rodgers Drive,,PW,58676,0.5697455537949618,Rand Choice 1,0.7281537661522077,-0.5200528759294801,,0.5697455537949618,0.3697019136165762,G4,label num hi 10,0.5260332398935715,constant_value,1.5177929346098906,q_const_0,-0.903024980772957,269.08811156788914,label num lo 1,-1.0598055849269172,Low,-0.9433976459432976,42707.68337468262,constant_value,-0.5200528759294801,Q2,West,q_const_0,0.03313864654113895,,2.5978493940207015,,0.4939440827768992,0
binary_2,Ricky,Coleman,1932-03-22,001-267-468-5971,edaugherty@example.net,,Williamberg,ND,25189,-1.2362469774398837,Rand Choice 2,,1.180678340493937,0.4527710188766973,-1.2362469774398837,0.7632698101441431,G6,label num hi 2,0.938673776539835,constant_value,2.0348190777763526,q_const_0,3.286700815387636,291.0357462213476,label num lo 4,3.11600406435852,High,0.07838626824005406,39930.79674061914,constant_value,1.180678340493937,Q4,South,q_const_0,-0.31303977144037193,Wednesday,-2.4383997815902334,0.8517619850356803,-0.39087756850030164,1
binary_1,Ashley,,2006-04-16,001-969-491-2860x32178,,,,WY,60814,-1.3529848014549868,Rand Choice 1,-0.9811539907946502,-1.8636074668229266,-0.20597605863943405,-1.3529848014549868,0.077638117874149,G1,label num hi 2,0.015137844478838086,constant_value,-0.04077154353403034,q_const_0,-2.02237105708936,263.5547197020873,label num lo 3,-3.3689716389187483,Low,1.1971679601720224,37792.44150136736,constant_value,-1.8636074668229266,Q1,,q_const_0,0.2022927301958583,,4.486911819613821,,1.0690877466608382,0
